,name,id,address_name,price_limit,Европейская кухня,Паназиатская кухня,Русская кухня,Американская кухня,Грузинская кухня,Постное меню,Вегетарианское меню,Cuisine,price_limit,office_time,reviews_general_rating,reviews_general_review_count
155,"Mapuche, рестобар современной кухни народов Америки",70000001028817760,"улица Некрасова, 34",1500.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня; Мексиканская кухня,1500.0,7.49,4.5,237.0
156,"Finch, караоке-бранч-бар",70000001061373206,"улица Некрасова, 14д",1500.0,1,1,0,0,0,0,0,Европейская кухня; Авторская кухня; Азиатская кухня,1500.0,10.78,4.9,770.0
157,"Nama asian kitchen bar, ресторан",70000001038290884,"Ковенский переулок, 5",2000.0,0,1,0,0,0,0,0,Японская кухня; Паназиатская кухня; Авторская кухня,2000.0,10.02,4.5,71.0
158,"Le courage, ресторан",70000001036324049,"Басков переулок, 2 ст1",1500.0,1,0,1,0,0,0,0,Русская кухня; Французская кухня,1500.0,11.33,4.1,115.0
159,"Dhaba, индийский ресторан",70000001025197216,"улица Некрасова, 8",1000.0,0,1,0,0,0,0,0,Восточная кухня; Индийская кухня,1000.0,12.32,4.3,112.0
160,"Lodka, устричный бар",70000001038616562,"Жуковского, 41",1700.0,1,0,1,0,0,0,0,Рыбная кухня; Европейская кухня; Средиземноморская кухня,1700.0,9.97,4.5,87.0
161,"Авангард, коктейльное бюро",70000001081230246,"Жуковского, 33",1500.0,0,0,0,0,0,0,0,Авторская кухня,1500.0,10.71,5.0,18.0
162,"Pho`n`roll, ресторан азиатской кухни",70000001026013420,"Жуковского, 27",750.0,0,1,0,0,0,0,0,Паназиатская кухня; Азиатская кухня; Вьетнамская кухня,750.0,11.22,4.3,158.0
163,"Пхали, ресторан",5348552838493724,"Жуковского, 25",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,11.58,4.2,57.0
164,"Аист, ресторан",5348552838553157,"Артиллерийская улица, 1",670.0,1,0,0,0,0,0,0,Европейская кухня,670.0,11.65,1.1,1.0
165,"Вкусно/Дорого, ресторан",70000001094374886,"Жуковского, 19",2500.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,2500.0,12.33,5.0,3.0
166,"ПерезаГрузия, ресторан грузинской кухни",70000001074759290,"Маяковского, 50",1000.0,1,0,0,0,1,0,0,Домашняя кухня; Кавказская кухня; Грузинская кухня,1000.0,10.12,4.8,323.0
167,"Regions, ресторан",70000001075540722,"Жуковского, 10",1900.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Авторская кухня,1900.0,12.69,4.9,119.0
168,"Mia Strada, ресторан",70000001096841051,"Восстания, 19",2500.0,1,0,0,0,0,0,0,Итальянская кухня,2500.0,8.87,4.5,2.0
169,"Chez Serge, коктейльный бар",70000001094165488,"Восстания, 19",1500.0,1,0,0,0,0,0,0,Французская кухня,1500.0,8.97,5.0,3.0
170,"Подстреленная гусыня, бар",5348552838618069,"Восстания, 17",1500.0,1,0,0,0,0,0,0,Чешская кухня,1500.0,9.31,4.1,111.0
171,"Корчма сало, ресторан",5348552838504322,"Литейный проспект, 36",1500.0,1,0,1,0,0,1,0,Украинская кухня,1500.0,14.12,4.3,463.0
172,"Лимончелло, итальянский ресторан",5348552838496968,"Литейный проспект, 40",1200.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1200.0,14.27,4.7,395.0
173,"Марчеллис, ресторан авторской итальянской кухни",5348552838496886,"Восстания, 15",1500.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1500.0,9.57,4.6,481.0
174,"Salone pasta&bar, итальянский ресторан",70000001045474668,"набережная реки Фонтанки, 30",3500.0,1,0,0,0,0,0,0,Итальянская кухня,3500.0,17.59,4.2,177.0
175,"Lorenzo Medici, итальянский ресторан",70000001077347519,"набережная реки Фонтанки, 5",1300.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня; Средиземноморская кухня,1300.0,18.92,4.8,330.0
176,"Roze&Karaoke, ресторан",70000001062187743,"Инженерная, 13",2500.0,1,0,0,0,0,0,0,Авторская кухня; Французская кухня; Итальянская кухня,2500.0,19.96,4.6,54.0
177,"Деда хинкали, ресторан грузинской кухни",70000001088132447,"Караванная, 2/5",1200.0,1,0,0,0,1,0,0,Европейская кухня; Кавказская кухня; Грузинская кухня,1200.0,18.99,4.9,687.0
178,"Tawny Bar, ресторан-бар португальской кухни",70000001025944884,"набережная реки Фонтанки, 20",1300.0,1,0,0,0,0,0,0,Европейская кухня; Испанская кухня,1300.0,19.26,4.4,166.0
179,"Тан Жен, ресторан китайской кухни",5348552838534901,"Моховая, 43",1000.0,0,1,0,0,0,0,0,Китайская кухня,1000.0,16.58,3.6,151.0
180,Milutin 1874,70000001066981479,"Садовая улица, 4",1500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1500.0,21.95,4.0,3.0
181,Sky&Garden,70000001040102987,"Инженерная, 9а",3000.0,0,0,0,0,0,0,0,Авторская кухня,3000.0,21.55,4.8,58.0
182,Garden street,70000001039930664,"Инженерная, 9а",1500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1500.0,21.52,5.0,9.0
183,"Долма, ресторан",70000001060629046,"улица Белинского, 6",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,15.49,4.8,42.0
184,"Jack&Chan, ресторан",5348553838736223,"Инженерная, 7",1500.0,0,1,0,0,0,0,0,Паназиатская кухня,1500.0,22.33,4.1,208.0
185,Дом грузинского вина,70000001056210578,"Садовая улица, 8/7",1300.0,1,0,0,0,1,0,0,Грузинская кухня,1300.0,22.45,4.0,94.0
186,"Мясная лавка, гриль-бар",70000001030689015,"улица Белинского, 6",2000.0,0,0,0,1,0,0,0,Американская кухня,2000.0,15.3,4.1,215.0
187,"Dora, ресторан",70000001091784740,"Караванная, 14 лит Б",3000.0,1,0,0,0,1,0,0,Грузинская кухня,3000.0,19.52,4.1,17.0
188,"Джинотека, гастробар",70000001038694268,"улица Белинского, 8",1500.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,1500.0,15.22,4.7,122.0
189,"Gastroli, ресторан",70000001023998057,"улица Пестеля, 7",4000.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня; Итальянская кухня,4000.0,19.22,4.6,54.0
190,"L`eclat, ресторан",70000001063141572,"улица Пестеля, 1/12",1500.0,1,0,1,0,0,0,0,Русская кухня; Французская кухня,1500.0,20.36,4.6,179.0
191,"Чешская пивница, пивной ресторан",70000001027707902,"улица Белинского, 13",3000.0,1,0,0,0,0,0,0,Европейская кухня,3000.0,15.11,3.6,90.0
192,"Glad · fish, crabs and wine, ресторан",70000001074189010,"Караванная, 16",1700.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня; Итальянская кухня,1700.0,19.64,4.7,48.0
193,"Толстый фраер, пивная",5348552838480190,"улица Белинского, 13",700.0,1,0,1,0,0,1,0,Европейская кухня; Русская кухня,700.0,14.95,4.2,193.0
194,"Molly Shelter Pub, пивной паб",5348552838479926,"Итальянская, 29",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,21.1,4.7,194.0
195,"Евразия, рестораны японской и европейской кухни",5348552838580794,"Итальянская, 29",1500.0,1,1,0,0,0,1,0,Европейская кухня; Японская кухня; Азиатская кухня,1500.0,21.15,4.2,194.0
196,Город влюбленных,70000001093782929,"Итальянская, 31",1200.0,1,0,1,0,0,0,0,Русская кухня; Авторская кухня; Итальянская кухня,1200.0,20.81,4.2,10.0
197,"Prosto vino, винный бар",70000001006289638,"Итальянская, 33",2000.0,0,0,0,0,0,0,0,Авторская кухня,2000.0,20.57,4.7,109.0
198,"Mon Chouchou, ресторан французской кухни",70000001057298521,"Караванная, 3/35",2200.0,1,0,0,0,0,0,0,Французская кухня,2200.0,20.25,4.2,64.0
199,"Рыба и Гады, ресторан",70000001038289244,"Итальянская, 14/16",1500.0,1,0,0,0,0,0,0,Испанская кухня; Французская кухня; Средиземноморская кухня,1500.0,19.31,4.6,130.0
200,"Vox, ресторан",5348552838545710,"Соляной переулок, 16",4500.0,1,0,0,0,0,0,0,Итальянская кухня,4500.0,18.85,3.9,27.0
201,"Airy, ресторан",70000001088910156,"Итальянская, 37/18",2200.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня; Средиземноморская кухня,2200.0,19.87,4.9,18.0
202,"Mama roma, ресторан итальянской кухни",5348552841704123,"набережная реки Фонтанки, 34",1000.0,1,0,0,0,0,0,0,Итальянская кухня,1000.0,17.45,4.5,676.0
203,"Asiatiq, рамен-бар",70000001066582036,"Литейный проспект, 35",900.0,0,1,0,0,0,0,0,Японская кухня; Азиатская кухня; Китайская кухня,900.0,14.36,4.4,129.0
204,"Mama roma, ресторан итальянской кухни",5348552838545771,"Итальянская, 35",1000.0,1,0,0,0,0,1,0,Итальянская кухня,1000.0,20.24,3.8,325.0
205,"Четыре сыра, ресторан",70000001031065786,"Караванная, 5",1800.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1800.0,20.25,4.4,38.0
206,"Blackwood Pub, паб",70000001054170635,"Итальянская, 10",1500.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня; Авторская кухня,1500.0,23.53,4.8,261.0
207,"Serbish meat&fish, ресторан сербской кухни",70000001025611748,"улица Пестеля, 8/36",1700.0,1,0,0,0,0,0,0,Сербская кухня,1700.0,17.02,4.6,247.0
208,"Little Italy, траттория",5348552841322446,"Итальянская, 10",1100.0,1,0,0,0,0,0,0,Итальянская кухня,1100.0,23.64,4.1,134.0
209,"Avocado Queen, ресторан",70000001052279122,"Итальянская, 21",1700.0,1,1,0,0,0,0,0,Европейская кухня; Японская кухня; Авторская кухня,1700.0,23.35,4.1,142.0
210,"Хачапури Марико, ресторан грузинской кухни",70000001049501675,"площадь Искусств, 4",1300.0,1,0,0,0,1,0,0,Грузинская кухня,1300.0,24.09,4.8,2224.0
211,"Bacchus bar&shop, винный бар",70000001041608743,"Караванная, 7",1200.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,1200.0,20.46,4.5,42.0
212,Жиробас Mariniere,70000001036467072,"Гагаринская, 32",1500.0,1,0,0,0,0,0,0,Европейская кухня; Французская кухня,1500.0,18.04,2.9,28.0
213,"Или, ресторан",70000001094793217,"Литейный проспект, 53",750.0,1,1,0,0,1,0,0,Восточная кухня; Узбекская кухня; Итальянская кухня; Грузинская кухня,750.0,15.59,3.5,43.0
214,"Centrale, кафе итальянской кухни",5348552840696782,"Караванная, 7",1300.0,1,0,0,0,0,0,0,Итальянская кухня,1300.0,20.54,4.5,145.0
215,"Хачапури Марико, ресторан грузинской кухни",70000001035996741,"улица Малая Садовая, 3/54",1500.0,1,0,0,0,1,0,0,Грузинская кухня,1500.0,22.56,4.9,3683.0
216,"Kazoku, азиатский ресторан",70000001060553777,"Кирочная улица, 8а",1600.0,0,1,0,0,0,0,0,Японская кухня; Азиатская кухня,1600.0,12.47,4.8,195.0
217,"Duo, гастробар",5348553839006429,"Кирочная улица, 8 лит Б",1500.0,1,0,0,0,0,0,0,Европейская кухня,1500.0,13.03,4.7,565.0
218,"Тбилисити, грузинский ресторан",70000001032365517,"Литейный проспект, 10",1500.0,1,0,0,0,1,0,0,Грузинская кухня,1500.0,15.69,4.7,161.0
219,"Metamorfos, бар-ресторан",5348552838479901,"Литейный проспект, 5",1100.0,1,0,1,1,0,1,0,Европейская кухня; Русская кухня; Американская кухня,1100.0,16.3,4.2,21.0
220,"Birch, ресторан",70000001030414112,"Кирочная улица, 3",1500.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,1500.0,13.37,4.1,266.0
221,"Il milanese, итальянский ресторан",70000001026690589,"Литейный проспект, 7",1500.0,1,0,0,0,0,0,0,Итальянская кухня,1500.0,15.96,4.7,154.0
222,"Le Colchide, ресторан грузинской кухни",70000001054742335,"Кирочная улица, 2",850.0,1,0,0,0,1,0,0,Грузинская кухня,850.0,14.42,4.4,159.0
223,"Вино и вода, ресторан",70000001018580837,"Чайковского, 17 лит А",2700.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,2700.0,16.91,3.8,55.0
224,"Mr.Bo, ресторан",70000001031751992,"Манежный переулок, 2",3000.0,0,1,0,0,0,0,0,Авторская кухня; Паназиатская кухня; Азиатская кухня,3000.0,13.27,4.4,107.0
225,"Myasoedoff, гриль-бар",70000001066005941,"Литейный проспект, 18/2",550.0,1,0,0,1,1,0,0,Американская кухня; Европейская кухня; Кавказская кухня,550.0,14.68,4.7,214.0
226,"Пища династии Минь, китайская закусочная и бар",70000001089635797,"Короленко, 14",1700.0,0,1,0,0,0,0,0,Китайская кухня,1700.0,13.24,4.2,76.0
227,"meal, ресторан",70000001035611895,"Литейный проспект, 17/19",2200.0,0,0,0,0,0,0,0,Авторская кухня,2200.0,15.35,4.6,143.0
228,Academia Bar Shuvaloff,70000001091845170,"Моховая, 10",2500.0,0,0,0,0,0,0,0,Авторская кухня,2500.0,17.43,5.0,19.0
229,"Grain, ресторан",70000001047939626,"Моховая, 12",1500.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,1500.0,17.28,4.9,59.0
230,"Lobby bar, ресторан",70000001033837087,"Литейный проспект, 26 лит А",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,14.08,4.5,16.0
231,"Great Punjab, ресторан",70000001037236724,"Пушкинская улица, 6",1000.0,0,1,0,0,0,0,0,Индийская кухня,1000.0,15.52,4.7,79.0
232,"Мама на даче, семейный ресторан домашней кухни",70000001044719060,"Невский проспект, 106",1300.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня; Домашняя кухня,1300.0,14.23,4.4,1032.0
233,"Pinzeria by bontempi, ресторан",70000001054285861,"улица Марата, 2",1500.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня; Итальянская кухня,1500.0,15.27,4.8,377.0
234,"Марипоса, ресторан",70000001080523925,"Невский проспект, 81",1500.0,1,0,1,0,0,0,0,Русская кухня; Средиземноморская кухня,1500.0,14.43,5.0,3.0
235,"Beer House, сеть баров",70000001021047096,"улица Марата, 2",1200.0,1,0,0,0,0,1,0,Европейская кухня,1200.0,15.37,4.5,367.0
236,"Сиртаки, греческая таверна",70000001030957536,"Невский проспект, 102",1500.0,1,0,0,0,0,1,0,Европейская кухня; Средиземноморская кухня; Греческая кухня,1500.0,14.39,4.4,655.0
237,"Jäger, рестопаб",5348552839831128,"улица Марата, 4",1200.0,1,0,0,0,0,1,0,Немецкая кухня,1200.0,15.82,4.7,222.0
238,"Квартира 8, ресторан-музей",70000001024383691,"Невский проспект, 71",1500.0,0,0,0,0,0,0,0,Авторская кухня,1500.0,15.71,3.4,205.0
239,"Токио-City, городские рестораны",70000001047071973,"Невский проспект, 71",900.0,1,1,0,0,0,1,0,Итальянская кухня; Азиатская кухня,900.0,15.46,4.3,1150.0
240,"Пельмения, ресторан",70000001024676909,"улица Марата, 8",1000.0,1,0,1,0,1,0,0,Русская кухня; Грузинская кухня,1000.0,16.59,4.2,137.0
241,"La presse, ресторан",5348552838498431,"Невский проспект, 69",1500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1500.0,15.31,4.8,22.0
242,"Гастрономика по-новому, панорамный ресторан",70000001075790878,"улица Марата, 5-7",2000.0,1,1,0,0,0,0,0,Европейская кухня; Японская кухня; Итальянская кухня,2000.0,16.73,4.4,199.0
243,"Чачапури, ресторан",70000001036262048,"улица Марата, 12",2000.0,1,0,0,0,1,1,0,Европейская кухня; Грузинская кухня,2000.0,17.24,4.6,232.0
244,"Cafe Claret, ресторан",5348552838570561,"улица Марата, 11",2500.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,2500.0,17.52,4.4,18.0
245,"Фаворит, ресторан",5348552839698838,"Стремянная, 18",1050.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1050.0,16.55,5.0,11.0
246,"Italiani, ресторан",70000001033043004,"Невский проспект, 65",1000.0,1,0,0,0,0,0,0,Итальянская кухня,1000.0,15.65,4.3,604.0
247,"William bass, паб с вековой историей и панорамным видом",5348552838608611,"Лиговский проспект, 53",2000.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,2000.0,16.51,4.3,251.0
248,"Счастья вам!, ресторан",70000001062158194,"Лиговский проспект, 53",800.0,0,1,0,0,0,0,0,Китайская кухня,800.0,16.51,4.1,41.0
249,"Мидийное место, ресторан морепродуктов",70000001083532690,"Невский проспект, 65",1100.0,1,0,0,0,0,0,0,Средиземноморская кухня,1100.0,15.74,4.2,191.0
250,"Marius, пивной ресторан",5348552838496885,"улица Марата, 11",1500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1500.0,17.79,4.3,45.0
251,Mama Roma,5348552840817595,"Невский проспект, 63",800.0,1,0,0,0,0,0,0,Итальянская кухня,800.0,15.8,4.3,777.0
252,"Little Sicily, ресторан итальянской кухни",70000001038112343,"улица Марата, 13",1300.0,1,0,0,0,0,0,0,Итальянская кухня,1300.0,17.95,4.8,196.0
253,"Locanda cacio e pepe, кафе итальянской кухни",70000001058689332,"Пушкинская улица, 16",1400.0,1,0,0,0,0,0,0,Итальянская кухня,1400.0,17.78,4.5,120.0
254,"Илу, ресторан китайской кухни",70000001089080289,"Лиговский проспект, 57-59",1000.0,0,1,0,0,0,0,0,Китайская кухня,1000.0,17.25,4.8,37.0
255,"Beer House, сеть баров",70000001077177966,"Маяковского, 4",3000.0,1,0,0,0,0,1,0,Европейская кухня,3000.0,14.47,4.7,96.0
256,"Blackwood Pub, паб",70000001047105941,"Маяковского, 4",1200.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня; Авторская кухня,1200.0,14.31,4.7,134.0
257,"Bab Jib, ресторан южнокорейской кухни",70000001018754788,"Маяковского, 1/96",1000.0,0,1,0,0,0,0,0,Корейская кухня,1000.0,13.8,3.6,161.0
258,"Feromon Group, лаундж-бар",70000001032134199,"Стремянная, 16",1200.0,1,1,0,0,0,0,0,Европейская кухня; Паназиатская кухня; Итальянская кухня,1200.0,17.02,4.4,297.0
259,"Чайхона, ресторан",70000001069470921,"Невский проспект, 90-92 лит Б",1500.0,0,1,0,0,0,0,0,Восточная кухня; Узбекская кухня,1500.0,15.54,4.4,932.0
260,"Police Station, джаз-клуб",70000001027400103,"Невский проспект, 90-92 лит Б",1200.0,1,0,1,1,0,0,0,Европейская кухня; Русская кухня; Американская кухня,1200.0,14.87,4.1,108.0
261,"Gustogram, современный гастрономический ресторан",70000001030958735,"Невский проспект, 61",1300.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня; Итальянская кухня,1300.0,16.09,4.8,818.0
262,"Green, ресторан",5348552838480030,"Маяковского, 3а",2200.0,1,0,1,0,0,1,0,Русская кухня; Средиземноморская кухня,2200.0,12.57,5.0,7.0
263,"На парах, ресторан здорового питания",70000001020162355,"улица Марата, 16",900.0,1,0,0,0,0,1,0,Европейская кухня,900.0,18.67,4.6,664.0
264,"Токио-City, городские рестораны",70000001021261064,"Невский проспект, 90-92 лит А",900.0,0,1,0,0,0,0,0,Японская кухня,900.0,15.8,4.5,1086.0
265,"Ярумэн, раменная",70000001033063345,"Невский проспект, 88",1000.0,0,1,0,0,0,0,0,Японская кухня,1000.0,15.87,4.3,333.0
266,"Оливетто, ресторан",5348552840059846,"Лиговский проспект, 61",1500.0,1,0,1,0,0,0,0,Русская кухня; Средиземноморская кухня,1500.0,18.15,5.0,2.0
267,"61, гастрономический лобби-бар",70000001033089834,"Лиговский проспект, 61",1000.0,1,0,0,1,0,0,0,Американская кухня; Европейская кухня,1000.0,18.15,4.0,4.0
268,"Soprano, караоке-ресторан",70000001028447788,"Невский проспект, 88",3000.0,1,1,0,0,0,0,0,Европейская кухня; Азиатская кухня,3000.0,15.5,4.7,31.0
269,"Rabbit`s Foot, бар",70000001076472419,"8-я Советская улица, 4",1000.0,1,0,0,0,0,0,0,Европейская кухня,1000.0,2.87,4.9,16.0
270,"Хачапури и вино, кафе грузинской кухни",70000001064301781,"улица Некрасова, 60",900.0,1,0,0,0,1,0,0,Грузинская кухня,900.0,1.82,4.2,130.0
271,Отменная пельменная,70000001065141398,"Моисеенко, 3",400.0,1,0,1,0,0,0,0,Русская кухня,400.0,5.66,3.8,41.0
272,"Ivory Garden, кафе",70000001065112882,"8-я Советская улица, 9-13",1000.0,0,0,0,0,0,0,0,Авторская кухня,1000.0,4.73,3.9,202.0
273,"Pret, пиццерия",70000001042781400,"8-я Советская улица, 17-19",360.0,1,0,0,0,0,0,0,Итальянская кухня,360.0,5.36,3.5,136.0
274,"Кебаб , кафе",70000001064827186,"Суворовский проспект, 24",300.0,0,1,0,0,0,0,0,Восточная кухня,300.0,5.22,3.7,77.0
275,"My friends pub, паб",70000001050277720,"Суворовский проспект, 22",1500.0,0,0,0,1,0,0,0,Американская кухня,1500.0,5.41,4.6,107.0
276,"Kиdo, суши-бар",70000001007039819,"Суворовский проспект, 51",2000.0,0,1,0,0,0,0,0,Японская кухня,2000.0,5.97,3.3,23.0
277,"Греми, кафе",5348552838531411,"Суворовский проспект, 57",900.0,1,0,0,0,1,0,0,Грузинская кухня,900.0,6.48,4.9,55.0
278,"Плов №1, кафе",70000001031453879,"Моисеенко, 8Б",500.0,0,1,0,0,0,1,0,Узбекская кухня,500.0,7.5,4.3,90.0
279,Stay Gold,70000001063611234,"улица Некрасова, 52",800.0,0,0,0,0,0,0,1,Веганская кухня,800.0,3.59,4.3,45.0
280,"Fitfresh, фитнес-бар",70000001044271435,"Парадная, 3 к2",900.0,1,0,1,0,0,1,0,Европейская кухня; Русская кухня,900.0,2.64,3.5,4.0
281,"Вкус искусства, арт-кофейня",70000001042751783,"Суворовский проспект, 15",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,7.24,4.3,231.0
282,"Van, кафе",70000001089663628,"Суворовский проспект, 44",1500.0,1,0,0,0,1,0,0,Грузинская кухня,1500.0,7.75,4.5,7.0
283,"Береза и базилик, пиццерия",70000001032018612,"Кирочная улица, 47",500.0,1,0,0,0,0,0,0,Итальянская кухня,500.0,7.32,4.4,75.0
284,"Дед Хо, бистро паназиатского стритфуда",70000001053679945,"Суворовский проспект, 13",500.0,0,1,0,0,0,0,0,Азиатская кухня; Корейская кухня; Вьетнамская кухня,500.0,7.69,4.7,112.0
285,"Кухня, кафе-пекарня",70000001044625668,"Таврическая, 15",400.0,1,0,0,0,0,0,0,Европейская кухня,400.0,7.26,4.1,124.0
286,"The Templet bar, ирландский паб",5348552838483358,"улица Некрасова, 37/20",1000.0,1,0,1,0,0,1,0,Европейская кухня; Русская кухня; Немецкая кухня,1000.0,4.78,3.6,44.0
287,"Мимино, кафе",5348553839056337,"Греческий проспект, 11",1000.0,1,0,0,0,1,0,0,Грузинская кухня,1000.0,7.38,4.5,75.0
288,"Cat`s, кафе",5348552838596694,"4-я Советская улица, 14",500.0,1,0,0,0,0,1,0,Европейская кухня,500.0,8.46,4.9,32.0
289,"HopHead Taqueria, мексиканский бар",70000001088735793,"Виленский переулок, 6",1000.0,0,0,0,1,0,0,0,Мексиканская кухня; Авторская кухня,1000.0,4.84,4.5,44.0
290,"Афрасиаб, кафе",70000001078829406,"Мытнинская, 11",400.0,1,1,0,0,1,0,0,Восточная кухня; Халяльная кухня; Грузинская кухня; Узбекская кухня,400.0,10.35,4.6,36.0
291,Failover bar,70000001060564918,"4-я Советская улица, 7",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,8.26,4.2,22.0
292,"Венеция, кафе",5348552838525770,"4-я Советская улица, 18/9",300.0,1,0,1,0,0,0,0,Русская кухня,300.0,8.96,4.1,15.0
293,"Венерди, кафе",70000001028761581,"Гродненский переулок, 15",1600.0,1,0,0,0,0,0,0,Европейская кухня,1600.0,4.75,4.9,26.0
294,"Соколов еда, кафе",70000001074558689,"4-я Советская улица, 13",350.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,350.0,8.78,5.0,54.0
295,"Брат, халяль-кафе",70000001018353421,"Радищева, 10",500.0,1,1,0,0,1,1,0,Восточная кухня; Халяльная кухня; Кавказская кухня,500.0,6.45,4.7,95.0
296,"Неканон, бар",70000001034991312,"Лиговский проспект, 21Б",1000.0,0,0,0,1,0,0,0,Американская кухня,1000.0,7.89,4.7,390.0
297,"Liman, кафе",70000001022119353,"Восстания, 33",1500.0,1,0,0,0,0,1,0,Итальянская кухня,1500.0,6.37,4.5,283.0
298,"Fitfresh, фитнес-бар",70000001044278955,"Воскресенская набережная, 4",500.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,500.0,13.18,4.9,4.0
299,"Дв, гастрокафе",70000001021983298,"Тверская, 1а",700.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,700.0,10.89,4.7,82.0
300,"Cavina, винный бутик и гастробар",70000001066722990,"Тверская, 1а",2000.0,1,0,0,0,0,0,0,Европейская кухня; Испанская кухня; Итальянская кухня,2000.0,10.99,4.3,6.0
301,"Имерули, хачапурная",70000001006193122,"Потёмкинская улица, 7",700.0,1,0,0,0,1,0,0,Грузинская кухня,700.0,7.45,4.0,59.0
302,"Лескофф, кафе",70000001056607989,"Фурштатская улица, 50",1000.0,1,0,0,0,0,0,0,Европейская кухня; Авторская кухня,1000.0,7.5,4.5,51.0
303,"Заводные яйца, арт-кафе",5348552838596470,"Фурштатская улица, 48",1000.0,1,0,0,0,0,0,0,Европейская кухня,1000.0,7.7,4.5,85.0
304,"Восток, чайхана",70000001034040100,"Фурштатская улица, 35",350.0,0,1,0,0,0,0,0,Узбекская кухня,350.0,7.41,4.5,37.0
305,"InGeorgia, кафе",70000001028003567,"Фурштатская улица, 35",1000.0,1,0,0,0,1,1,0,Европейская кухня; Кавказская кухня; Грузинская кухня,1000.0,7.55,4.4,69.0
306,"Rimini, кафе",5348552838697143,"Фурштатская улица, 46",700.0,1,0,0,0,0,0,0,Европейская кухня; Итальянская кухня,700.0,8.03,4.2,73.0
307,"Le cotlete cafe, кафе",70000001037487042,"Чайковского, 63",1000.0,1,0,0,0,0,1,0,Европейская кухня,1000.0,9.69,4.6,73.0
308,"Сундук, арт-кафе европейской и русской кухни",5348552838568178,"Фурштатская улица, 42",1700.0,1,0,1,0,0,0,0,Европейская кухня; Русская кухня,1700.0,8.57,4.4,123.0
309,"Колобок, бистро",5348552838499492,"Чайковского, 40",350.0,1,0,1,0,0,0,0,Русская кухня,350.0,10.7,4.2,188.0
310,"Дед Хо, бистро паназиатского стритфуда",70000001040225441,"проспект Чернышевского, 9",500.0,0,1,0,0,0,0,0,Паназиатская кухня; Азиатская кухня; Вьетнамская кухня,500.0,11.36,4.3,130.0
311,"Vaffel, кафе норвежских вафель",70000001023691006,"Восстания, 55",800.0,1,0,0,0,0,0,0,Европейская кухня,800.0,6.98,4.2,289.0
312,"Мама Тата, грузинская неорюмочная",70000001093839054,"Восстания, 55",850.0,1,0,0,0,1,0,0,Европейская кухня; Кавказская кухня; Грузинская кухня,850.0,6.94,4.8,141.0
313,"Русские традиции, кафе-бистро",70000001069189482,"проспект Чернышевского, 1",285.0,1,0,0,0,0,0,0,Европейская кухня,285.0,13.93,3.0,10.0
314,"Grand Cafe Frida, уютное мексиканское кафе",5348552838580376,"Чайковского, 57",1700.0,1,0,0,1,0,0,0,Европейская кухня; Мексиканская кухня,1700.0,10.99,4.6,176.0
315,"Пироговый дворик, кафе-пекарня",70000001060503215,"Кирочная улица, 28",349.0,1,0,1,0,0,0,0,Домашняя кухня; Русская кухня,349.0,8.49,3.7,51.0
316,"Дед Хо, бистро паназиатского стритфуда",70000001044584634,"Гродненский переулок, 12-14",500.0,0,1,0,0,0,0,0,Тайская кухня; Азиатская кухня; Вьетнамская кухня,500.0,6.25,4.6,210.0
